# Species	Genes	Alg.-Conn.	Human_ERR414243_bin.4.fna.faa	Human_SRR5056681_bin.100.fna.faa	Human_SRR5056817_bin.33.fna.faa	Human_SRR5056841_bin.46.fna.faa	Human_SRR5056944_bin.12.fna.faa	Human_SRR5056994_bin.72.fna.faa	Human_SRR5558136_bin.38.fna.faa	Human_SRR6028624_bin.16.fna.faa	Rumen_CACVNT01.fna.faa	Rumen_CACVQO01.fna.faa	Rumen_CACVRV01.fna.faa	Rumen_CACVSO01.fna.faa	Rumen_CACVSX01.fna.faa	Rumen_CACWHG01.fna.faa	Rumen_CACWMC01.fna.faa	Rumen_CACWMY01.fna.faa	Rumen_CACWPH01.fna.faa	Rumen_CACYST01.fna.faa	Rumen_CADAEW01.fna.faa	Rumen_CADAIA01.fna.faa	Rumen_CADBJG01.fna.faa	Rumen_CADBNS01.fna.faa	baboon1.faa	maccaque1.faa	maccaque2.faa	maccaque3.faa	maccaque4.faa	maccaque5.faa	maccaque6.faa	maccaque7.faa
30	30	0.00741	Human_ERR414243_bin.4.fna_01428	Human_SRR5056681_bin.100.fna_01142	Human_SRR5056817_bin.33.fna_00679	Human_SRR5056841_bin.46.fna_01399	Human_SRR5056944_bin.12.fna_01141	Human_SRR5056994_bin.72.fna_00258	Human_SRR5558136_bin.38.fna_01090	Human_SRR6028624_bin.16.fna_00081	Rumen_CACVNT01.fna_01615	Rumen_CACVQO01.fna_01644	Rumen_CACVRV01.fna_00234	Rumen_CACVSO01.fna_01430	Rumen_CACVSX01.fna_01182	Rumen_CACWHG01.fna_01954	Rumen_CACWMC01.fna_01811	Rumen_CACWMY01.fna_01421	Rumen_CACWPH01.fna_01958	Rumen_CACYST01.fna_01882	Rumen_CADAEW01.fna_01476	Rumen_CADAIA01.fna_00091	Rumen_CADBJG01.fna_01424	Rumen_CADBNS01.fna_00656	baboon1_02034	maccaque1_00879	maccaque2_01645	maccaque3_01893	maccaque4_01634	maccaque5_01622	maccaque6_01777	maccaque7_01830
20	20	0.0085	*	Human_SRR5056681_bin.100.fna_00037	Human_SRR5056817_bin.33.fna_00861	Human_SRR5056841_bin.46.fna_00575	Human_SRR5056944_bin.12.fna_00035	Human_SRR5056994_bin.72.fna_00731	*	Human_SRR6028624_bin.16.fna_00765	Rumen_CACVNT01.fna_01701	Rumen_CACVQO01.fna_01446	Rumen_CACVRV01.fna_01423	Rumen_CACVSO01.fna_01013	Rumen_CACVSX01.fna_02146	Rumen_CACWHG01.fna_01212	Rumen_CACWMC01.fna_00321	Rumen_CACWMY01.fna_02236	Rumen_CACWPH01.fna_02034	Rumen_CACYST01.fna_00383	Rumen_CADAEW01.fna_02040	Rumen_CADAIA01.fna_01991	Rumen_CADBJG01.fna_00825	Rumen_CADBNS01.fna_00317	*	*	*	*	*	*	*	*
12	12	0.0426	Human_ERR414243_bin.4.fna_00042	*	*	*	*	*	*	*	*	Rumen_CACVQO01.fna_00258	Rumen_CACVRV01.fna_01595	Rumen_CACVSO01.fna_02183	*	Rumen_CACWHG01.fna_00289	Rumen_CACWMC01.fna_00471	Rumen_CACWMY01.fna_00061	Rumen_CACWPH01.fna_00046	*	Rumen_CADAEW01.fna_01165	Rumen_CADAIA01.fna_00846	Rumen_CADBJG01.fna_00619	Rumen_CADBNS01.fna_01272	*	*	*	*	*	*	*	*
13	13	0.00791	Human_ERR414243_bin.4.fna_00185	Human_SRR5056681_bin.100.fna_01056	Human_SRR5056817_bin.33.fna_01042	Human_SRR5056841_bin.46.fna_01116	Human_SRR5056944_bin.12.fna_00957	Human_SRR5056994_bin.72.fna_00351	*	Human_SRR6028624_bin.16.fna_00524	Rumen_CACVNT01.fna_01338	Rumen_CACVQO01.fna_00235	Rumen_CACVRV01.fna_00286	*	Rumen_CACVSX01.fna_01066	*	*	*	Rumen_CACWPH01.fna_00067	*	*	*	Rumen_CADBJG01.fna_01779	*	*	*	*	*	*	*	*	*
29	29	0.0105	Human_ERR414243_bin.4.fna_00281	Human_SRR5056681_bin.100.fna_01852	Human_SRR5056817_bin.33.fna_01986	Human_SRR5056841_bin.46.fna_01847	Human_SRR5056944_bin.12.fna_01845	Human_SRR5056994_bin.72.fna_01583	Human_SRR5558136_bin.38.fna_01083	Human_SRR6028624_bin.16.fna_00827	Rumen_CACVNT01.fna_01636	Rumen_CACVQO01.fna_00203	Rumen_CACVRV01.fna_00524	Rumen_CACVSO01.fna_01432	Rumen_CACVSX01.fna_01160	Rumen_CACWHG01.fna_01962	Rumen_CACWMC01.fna_01825	Rumen_CACWMY01.fna_01330	Rumen_CACWPH01.fna_00129	*	Rumen_CADAEW01.fna_00210	Rumen_CADAIA01.fna_00111	Rumen_CADBJG01.fna_01161	Rumen_CADBNS01.fna_01390	baboon1_01604	maccaque1_01095	maccaque2_01360	maccaque3_01253	maccaque4_00949	maccaque5_01366	maccaque6_01796	maccaque7_01387
9	9	0.0326	*	Human_SRR5056681_bin.100.fna_02015	Human_SRR5056817_bin.33.fna_02165	Human_SRR5056841_bin.46.fna_01986	Human_SRR5056944_bin.12.fna_02083	Human_SRR5056994_bin.72.fna_01799	*	Human_SRR6028624_bin.16.fna_01689	*	*	Rumen_CACVRV01.fna_00119	*	*	*	*	*	Rumen_CACWPH01.fna_01584	*	*	*	Rumen_CADBJG01.fna_01117	*	*	*	*	*	*	*	*	*
29	29	0.0206	Human_ERR414243_bin.4.fna_01628	Human_SRR5056681_bin.100.fna_00999	Human_SRR5056817_bin.33.fna_01921	Human_SRR5056841_bin.46.fna_01961	Human_SRR5056944_bin.12.fna_01739	Human_SRR5056994_bin.72.fna_00505	Human_SRR5558136_bin.38.fna_01745	Human_SRR6028624_bin.16.fna_02004	Rumen_CACVNT01.fna_01046	Rumen_CACVQO01.fna_01257	Rumen_CACVRV01.fna_00863	Rumen_CACVSO01.fna_00212	Rumen_CACVSX01.fna_00987	*	Rumen_CACWMC01.fna_01325	Rumen_CACWMY01.fna_02249	Rumen_CACWPH01.fna_00765	Rumen_CACYST01.fna_01165	Rumen_CADAEW01.fna_02090	Rumen_CADAIA01.fna_01626	Rumen_CADBJG01.fna_00012	Rumen_CADBNS01.fna_01208	baboon1_02070	maccaque1_01315	maccaque2_01801	maccaque3_01833	maccaque4_01507	maccaque5_01766	maccaque6_01857	maccaque7_01770
4	5	0.108	*	*	*	*	*	*	*	*	*	*	*	Rumen_CACVSO01.fna_01562	Rumen_CACVSX01.fna_02684	Rumen_CACWHG01.fna_00527	*	*	*	Rumen_CACYST01.fna_01377,Rumen_CACYST01.fna_02455	*	*	*	*	*	*	*	*	*	*	*	*
4	5	0.109	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_02511	*	*	*	Rumen_CACVSX01.fna_00712,Rumen_CACVSX01.fna_02019	*	*	*	*	Rumen_CACYST01.fna_01392	*	*	Rumen_CADBJG01.fna_03266	*	*	*	*	*	*	*	*	*
4	5	0.112	Human_ERR414243_bin.4.fna_01077	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	maccaque1_01784,maccaque1_01791	*	maccaque3_00126	*	*	*	maccaque7_00008
4	5	0.108	Human_ERR414243_bin.4.fna_01082	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	maccaque1_01779,maccaque1_01799	*	maccaque3_00131	*	*	*	maccaque7_00003
6	6	0.0893	*	*	*	*	*	*	*	*	*	*	*	*	Rumen_CACVSX01.fna_01605	Rumen_CACWHG01.fna_01991	*	*	Rumen_CACWPH01.fna_00499	*	Rumen_CADAEW01.fna_02198	Rumen_CADAIA01.fna_01268	*	*	baboon1_00016	*	*	*	*	*	*	*
5	5	0.0301	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_02230	*	*	Rumen_CACVSO01.fna_01784	*	*	*	*	Rumen_CACWPH01.fna_02576	Rumen_CACYST01.fna_01474	*	*	Rumen_CADBJG01.fna_03462	*	*	*	*	*	*	*	*	*
4	5	0.137	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_02603	*	Rumen_CACVRV01.fna_01009	*	*	*	*	*	*	Rumen_CACYST01.fna_03043	*	*	Rumen_CADBJG01.fna_03569,Rumen_CADBJG01.fna_03200	*	*	*	*	*	*	*	*	*
4	5	0.109	*	Human_SRR5056681_bin.100.fna_00570	Human_SRR5056817_bin.33.fna_00173,Human_SRR5056817_bin.33.fna_02247	*	Human_SRR5056944_bin.12.fna_00296	Human_SRR5056994_bin.72.fna_01779	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
6	6	0.0498	*	*	*	*	*	*	*	*	*	Rumen_CACVQO01.fna_00339	Rumen_CACVRV01.fna_01226	*	Rumen_CACVSX01.fna_01744	*	*	*	Rumen_CACWPH01.fna_00399	Rumen_CACYST01.fna_01975	*	*	Rumen_CADBJG01.fna_02974	*	*	*	*	*	*	*	*	*
5	5	0.0288	*	*	*	Human_SRR5056841_bin.46.fna_00787	Human_SRR5056944_bin.12.fna_02164	*	*	*	*	*	*	*	Rumen_CACVSX01.fna_01462	Rumen_CACWHG01.fna_00965	*	*	*	Rumen_CACYST01.fna_01153	*	*	*	*	*	*	*	*	*	*	*	*
4	5	0.104	*	*	*	*	*	*	*	Human_SRR6028624_bin.16.fna_02354	*	*	*	*	Rumen_CACVSX01.fna_02331	*	*	*	*	Rumen_CACYST01.fna_01749,Rumen_CACYST01.fna_02863	*	*	Rumen_CADBJG01.fna_02712	*	*	*	*	*	*	*	*	*
6	6	0.0921	Human_ERR414243_bin.4.fna_01035	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_02752	*	*	Rumen_CACVSO01.fna_02140	*	*	*	*	*	Rumen_CACYST01.fna_02211	*	*	Rumen_CADBJG01.fna_01335	*	*	*	*	*	*	*	maccaque6_01843	*
4	5	0.115	*	*	*	*	*	*	*	*	*	*	*	Rumen_CACVSO01.fna_01559	Rumen_CACVSX01.fna_00651	*	*	*	*	Rumen_CACYST01.fna_02976,Rumen_CACYST01.fna_00765	*	*	Rumen_CADBJG01.fna_01029	*	*	*	*	*	*	*	*	*
21	31	0.105	Human_ERR414243_bin.4.fna_00722	Human_SRR5056681_bin.100.fna_00690,Human_SRR5056681_bin.100.fna_00688	Human_SRR5056817_bin.33.fna_00424,Human_SRR5056817_bin.33.fna_00426	Human_SRR5056841_bin.46.fna_00170,Human_SRR5056841_bin.46.fna_00168	Human_SRR5056944_bin.12.fna_00431,Human_SRR5056944_bin.12.fna_00433	Human_SRR5056994_bin.72.fna_00061,Human_SRR5056994_bin.72.fna_00059	*	Human_SRR6028624_bin.16.fna_02243,Human_SRR6028624_bin.16.fna_01836	Rumen_CACVNT01.fna_01014,Rumen_CACVNT01.fna_01015	Rumen_CACVQO01.fna_01030	Rumen_CACVRV01.fna_02288	Rumen_CACVSO01.fna_01113	Rumen_CACVSX01.fna_00039,Rumen_CACVSX01.fna_00037	Rumen_CACWHG01.fna_02407	Rumen_CACWMC01.fna_00876	Rumen_CACWMY01.fna_00948	Rumen_CACWPH01.fna_01668	Rumen_CACYST01.fna_00358,Rumen_CACYST01.fna_01764,Rumen_CACYST01.fna_00356	Rumen_CADAEW01.fna_01950	Rumen_CADAIA01.fna_00660	Rumen_CADBJG01.fna_00229	Rumen_CADBNS01.fna_01548	*	*	*	*	*	*	*	*
4	5	0.116	Human_ERR414243_bin.4.fna_01079	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	maccaque1_01782,maccaque1_01793	*	maccaque3_00128	*	*	*	maccaque7_00006
4	5	0.115	*	*	*	*	*	*	*	Human_SRR6028624_bin.16.fna_00346	*	*	*	Rumen_CACVSO01.fna_01346,Rumen_CACVSO01.fna_02607	*	Rumen_CACWHG01.fna_00435	*	*	*	Rumen_CACYST01.fna_03229	*	*	*	*	*	*	*	*	*	*	*	*
6	6	0.114	*	Human_SRR5056681_bin.100.fna_00227	Human_SRR5056817_bin.33.fna_00582	Human_SRR5056841_bin.46.fna_00010	*	Human_SRR5056994_bin.72.fna_01264	*	*	*	Rumen_CACVQO01.fna_00870	*	*	*	*	*	*	*	*	*	*	*	Rumen_CADBNS01.fna_01476	*	*	*	*	*	*	*	*
12	12	0.00441	Human_ERR414243_bin.4.fna_01211	*	*	*	*	*	*	*	*	*	Rumen_CACVRV01.fna_00424	Rumen_CACVSO01.fna_00366	Rumen_CACVSX01.fna_00814	Rumen_CACWHG01.fna_00391	Rumen_CACWMC01.fna_01717	Rumen_CACWMY01.fna_01712	Rumen_CACWPH01.fna_00295	Rumen_CACYST01.fna_02951	Rumen_CADAEW01.fna_00325	Rumen_CADAIA01.fna_01201	Rumen_CADBJG01.fna_00986	*	*	*	*	*	*	*	*	*
12	16	0.105	Human_ERR414243_bin.4.fna_01422	Human_SRR5056681_bin.100.fna_00192	Human_SRR5056817_bin.33.fna_02020,Human_SRR5056817_bin.33.fna_00986	Human_SRR5056841_bin.46.fna_00594	Human_SRR5056944_bin.12.fna_01952,Human_SRR5056944_bin.12.fna_00190	*	*	*	Rumen_CACVNT01.fna_02857	*	Rumen_CACVRV01.fna_02182	Rumen_CACVSO01.fna_02365	*	Rumen_CACWHG01.fna_02414	*	*	*	Rumen_CACYST01.fna_01336,Rumen_CACYST01.fna_03244	*	*	Rumen_CADBJG01.fna_03594,Rumen_CADBJG01.fna_01058	*	*	maccaque1_00512	*	*	*	*	*	*
30	41	0.112	Human_ERR414243_bin.4.fna_00950	Human_SRR5056681_bin.100.fna_01462	Human_SRR5056817_bin.33.fna_01257	Human_SRR5056841_bin.46.fna_01147	Human_SRR5056944_bin.12.fna_01721	Human_SRR5056994_bin.72.fna_00017	Human_SRR5558136_bin.38.fna_00564	Human_SRR6028624_bin.16.fna_00377	Rumen_CACVNT01.fna_01579,Rumen_CACVNT01.fna_01121	Rumen_CACVQO01.fna_01548	Rumen_CACVRV01.fna_01485	Rumen_CACVSO01.fna_01651,Rumen_CACVSO01.fna_00736	Rumen_CACVSX01.fna_00402,Rumen_CACVSX01.fna_01928	Rumen_CACWHG01.fna_00238,Rumen_CACWHG01.fna_00489	Rumen_CACWMC01.fna_00339,Rumen_CACWMC01.fna_00857	Rumen_CACWMY01.fna_01986,Rumen_CACWMY01.fna_02032	Rumen_CACWPH01.fna_00247	Rumen_CACYST01.fna_02570,Rumen_CACYST01.fna_00330	Rumen_CADAEW01.fna_00948,Rumen_CADAEW01.fna_01723	Rumen_CADAIA01.fna_01014,Rumen_CADAIA01.fna_00680	Rumen_CADBJG01.fna_01311,Rumen_CADBJG01.fna_02526	Rumen_CADBNS01.fna_01710,Rumen_CADBNS01.fna_00449	baboon1_01066	maccaque1_00353	maccaque2_00836	maccaque3_01862	maccaque4_01570	maccaque5_00630	maccaque6_00541	maccaque7_01235
7	7	0.0258	*	*	Human_SRR5056817_bin.33.fna_01617	Human_SRR5056841_bin.46.fna_01727	*	*	*	Human_SRR6028624_bin.16.fna_00990	*	*	*	Rumen_CACVSO01.fna_02800	*	*	*	*	*	*	*	*	*	*	baboon1_00499	*	*	maccaque3_00097	*	*	*	maccaque7_00037
6	7	0.143	*	*	Human_SRR5056817_bin.33.fna_02363	Human_SRR5056841_bin.46.fna_02157,Human_SRR5056841_bin.46.fna_01252	Human_SRR5056944_bin.12.fna_02186	*	*	Human_SRR6028624_bin.16.fna_02214	*	*	*	*	*	*	*	*	*	*	*	*	Rumen_CADBJG01.fna_03700	*	*	maccaque1_00503	*	*	*	*	*	*
7	7	0.0646	*	Human_SRR5056681_bin.100.fna_01622	Human_SRR5056817_bin.33.fna_01838	Human_SRR5056841_bin.46.fna_01393	*	Human_SRR5056994_bin.72.fna_00925	*	*	*	*	*	*	Rumen_CACVSX01.fna_01429	*	*	*	*	Rumen_CACYST01.fna_02509	*	*	*	Rumen_CADBNS01.fna_01621	*	*	*	*	*	*	*	*
17	23	0.102	Human_ERR414243_bin.4.fna_00086	*	*	*	*	*	Human_SRR5558136_bin.38.fna_00217	*	Rumen_CACVNT01.fna_02534	Rumen_CACVQO01.fna_00471,Rumen_CACVQO01.fna_00214	Rumen_CACVRV01.fna_00417,Rumen_CACVRV01.fna_01746	*	Rumen_CACVSX01.fna_02670	Rumen_CACWHG01.fna_00958,Rumen_CACWHG01.fna_02297	*	*	Rumen_CACWPH01.fna_00285,Rumen_CACWPH01.fna_01850	*	*	*	Rumen_CADBJG01.fna_01231	Rumen_CADBNS01.fna_00905	baboon1_00319,baboon1_01249	maccaque1_00319,maccaque1_01425	maccaque2_01549	maccaque3_00460	maccaque4_01230	*	maccaque6_01606	maccaque7_00333
10	10	0.00579	Human_ERR414243_bin.4.fna_02117	Human_SRR5056681_bin.100.fna_00810	Human_SRR5056817_bin.33.fna_00292	*	Human_SRR5056944_bin.12.fna_00507	Human_SRR5056994_bin.72.fna_01165	*	Human_SRR6028624_bin.16.fna_00304	*	*	*	*	Rumen_CACVSX01.fna_00709	*	*	*	*	Rumen_CACYST01.fna_02001	*	Rumen_CADAIA01.fna_02291	Rumen_CADBJG01.fna_02505	*	*	*	*	*	*	*	*	*
13	13	0.0171	Human_ERR414243_bin.4.fna_01448	Human_SRR5056681_bin.100.fna_00017	Human_SRR5056817_bin.33.fna_00841	Human_SRR5056841_bin.46.fna_00555	Human_SRR5056944_bin.12.fna_00015	Human_SRR5056994_bin.72.fna_01543	*	Human_SRR6028624_bin.16.fna_01674	Rumen_CACVNT01.fna_02418	*	*	*	Rumen_CACVSX01.fna_01790	*	*	*	Rumen_CACWPH01.fna_00867	Rumen_CACYST01.fna_01595	*	*	Rumen_CADBJG01.fna_02896	Rumen_CADBNS01.fna_01499	*	*	*	*	*	*	*	*
26	26	0.027	Human_ERR414243_bin.4.fna_01951	Human_SRR5056681_bin.100.fna_02075	Human_SRR5056817_bin.33.fna_02333	Human_SRR5056841_bin.46.fna_00880	Human_SRR5056944_bin.12.fna_02194	Human_SRR5056994_bin.72.fna_00214	Human_SRR5558136_bin.38.fna_00397	Human_SRR6028624_bin.16.fna_01820	Rumen_CACVNT01.fna_01939	*	*	Rumen_CACVSO01.fna_00133	*	Rumen_CACWHG01.fna_01623	Rumen_CACWMC01.fna_00946	Rumen_CACWMY01.fna_02173	Rumen_CACWPH01.fna_01986	Rumen_CACYST01.fna_02907	Rumen_CADAEW01.fna_01624	Rumen_CADAIA01.fna_00003	*	Rumen_CADBNS01.fna_01507	baboon1_00252	maccaque1_00108	maccaque2_01308	maccaque3_00144	maccaque4_01041	maccaque5_00973	maccaque6_00126	maccaque7_00144
11	18	0.133	Human_ERR414243_bin.4.fna_01417	Human_SRR5056681_bin.100.fna_00196	Human_SRR5056817_bin.33.fna_00982,Human_SRR5056817_bin.33.fna_02023,Human_SRR5056817_bin.33.fna_02328,Human_SRR5056817_bin.33.fna_02343	Human_SRR5056841_bin.46.fna_00590	Human_SRR5056944_bin.12.fna_00194,Human_SRR5056944_bin.12.fna_01955	*	*	*	*	*	Rumen_CACVRV01.fna_02185	Rumen_CACVSO01.fna_02368	*	Rumen_CACWHG01.fna_02457,Rumen_CACWHG01.fna_02417	*	*	*	Rumen_CACYST01.fna_03174,Rumen_CACYST01.fna_01333	*	*	Rumen_CADBJG01.fna_03106,Rumen_CADBJG01.fna_01054	*	*	maccaque1_00515	*	*	*	*	*	*
25	25	0.00575	Human_ERR414243_bin.4.fna_01684	Human_SRR5056681_bin.100.fna_01517	Human_SRR5056817_bin.33.fna_01429	Human_SRR5056841_bin.46.fna_01290	Human_SRR5056944_bin.12.fna_01528	Human_SRR5056994_bin.72.fna_01226	Human_SRR5558136_bin.38.fna_01803	*	Rumen_CACVNT01.fna_01196	*	*	Rumen_CACVSO01.fna_01001	Rumen_CACVSX01.fna_01643	Rumen_CACWHG01.fna_02313	Rumen_CACWMC01.fna_01567	Rumen_CACWMY01.fna_01673	Rumen_CACWPH01.fna_01369	Rumen_CACYST01.fna_02652	Rumen_CADAEW01.fna_00974	Rumen_CADAIA01.fna_02104	Rumen_CADBJG01.fna_01497	Rumen_CADBNS01.fna_01873	baboon1_01018	*	maccaque2_00162	maccaque3_00875	maccaque4_00932	maccaque5_01259	*	maccaque7_00931
30	30	0.0361	Human_ERR414243_bin.4.fna_01560	Human_SRR5056681_bin.100.fna_01646	Human_SRR5056817_bin.33.fna_01688	Human_SRR5056841_bin.46.fna_01231	Human_SRR5056944_bin.12.fna_01610	Human_SRR5056994_bin.72.fna_01376	Human_SRR5558136_bin.38.fna_00163	Human_SRR6028624_bin.16.fna_00734	Rumen_CACVNT01.fna_01734	Rumen_CACVQO01.fna_01305	Rumen_CACVRV01.fna_00563	Rumen_CACVSO01.fna_00760	Rumen_CACVSX01.fna_02167	Rumen_CACWHG01.fna_01678	Rumen_CACWMC01.fna_00938	Rumen_CACWMY01.fna_01456	Rumen_CACWPH01.fna_00732	Rumen_CACYST01.fna_01104	Rumen_CADAEW01.fna_00487	Rumen_CADAIA01.fna_00697	Rumen_CADBJG01.fna_00276	Rumen_CADBNS01.fna_01076	baboon1_01159	maccaque1_00608	maccaque2_00421	maccaque3_00734	maccaque4_00244	maccaque5_00910	maccaque6_00671	maccaque7_00859
17	17	0.0413	Human_ERR414243_bin.4.fna_00175	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_00232	Rumen_CACVQO01.fna_00508	*	*	*	Rumen_CACWHG01.fna_00263	Rumen_CACWMC01.fna_00257	Rumen_CACWMY01.fna_01103	Rumen_CACWPH01.fna_00617	*	Rumen_CADAEW01.fna_02208	Rumen_CADAIA01.fna_02313	Rumen_CADBJG01.fna_01580	*	baboon1_01025	*	maccaque2_00169	maccaque3_00882	maccaque4_00939	maccaque5_01252	maccaque6_01586	maccaque7_00924
12	17	0.129	Human_ERR414243_bin.4.fna_00358	*	*	*	*	*	Human_SRR5558136_bin.38.fna_01209	Human_SRR6028624_bin.16.fna_00550	*	*	*	Rumen_CACVSO01.fna_01845,Rumen_CACVSO01.fna_01899,Rumen_CACVSO01.fna_01181	Rumen_CACVSX01.fna_01577	Rumen_CACWHG01.fna_01335	*	*	Rumen_CACWPH01.fna_02457	Rumen_CACYST01.fna_00496	*	Rumen_CADAIA01.fna_02296,Rumen_CADAIA01.fna_01639	Rumen_CADBJG01.fna_02615,Rumen_CADBJG01.fna_01958,Rumen_CADBJG01.fna_02003	*	baboon1_01665	*	*	*	*	*	maccaque6_00893	*
8	8	0.0652	*	*	*	*	*	*	*	*	*	*	Rumen_CACVRV01.fna_01858	*	*	Rumen_CACWHG01.fna_02343	*	*	Rumen_CACWPH01.fna_01265	Rumen_CACYST01.fna_01472	*	*	Rumen_CADBJG01.fna_02350	*	*	*	*	maccaque3_01937	maccaque4_01733	*	*	maccaque7_01745
27	27	0.00127	Human_ERR414243_bin.4.fna_02088	Human_SRR5056681_bin.100.fna_00490	Human_SRR5056817_bin.33.fna_00534	Human_SRR5056841_bin.46.fna_01060	Human_SRR5056944_bin.12.fna_00799	Human_SRR5056994_bin.72.fna_00608	*	Human_SRR6028624_bin.16.fna_01057	Rumen_CACVNT01.fna_02253	Rumen_CACVQO01.fna_00364	Rumen_CACVRV01.fna_01699	Rumen_CACVSO01.fna_00172	Rumen_CACVSX01.fna_01480	Rumen_CACWHG01.fna_00979	Rumen_CACWMC01.fna_01928	Rumen_CACWMY01.fna_00527	Rumen_CACWPH01.fna_00372	Rumen_CACYST01.fna_01135	Rumen_CADAEW01.fna_01261	Rumen_CADAIA01.fna_01597	Rumen_CADBJG01.fna_00936	Rumen_CADBNS01.fna_02243	baboon1_01036	maccaque1_00384	*	maccaque3_01003	maccaque4_00380	maccaque5_00779	*	maccaque7_01109
10	10	0.0313	Human_ERR414243_bin.4.fna_02131	*	Human_SRR5056817_bin.33.fna_01461	Human_SRR5056841_bin.46.fna_02055	Human_SRR5056944_bin.12.fna_01496	Human_SRR5056994_bin.72.fna_01872	*	Human_SRR6028624_bin.16.fna_00471	*	*	Rumen_CACVRV01.fna_02205	Rumen_CACVSO01.fna_01056	*	Rumen_CACWHG01.fna_01872	*	*	*	*	*	*	Rumen_CADBJG01.fna_02562	*	*	*	*	*	*	*	*	*
29	29	0.0784	Human_ERR414243_bin.4.fna_00264	Human_SRR5056681_bin.100.fna_00413	Human_SRR5056817_bin.33.fna_00615	Human_SRR5056841_bin.46.fna_00423	Human_SRR5056944_bin.12.fna_00923	Human_SRR5056994_bin.72.fna_00469	Human_SRR5558136_bin.38.fna_00624	Human_SRR6028624_bin.16.fna_01264	Rumen_CACVNT01.fna_02255	*	Rumen_CACVRV01.fna_00197	Rumen_CACVSO01.fna_01114	Rumen_CACVSX01.fna_01663	Rumen_CACWHG01.fna_02408	Rumen_CACWMC01.fna_00875	Rumen_CACWMY01.fna_00949	Rumen_CACWPH01.fna_00207	Rumen_CACYST01.fna_00835	Rumen_CADAEW01.fna_01951	Rumen_CADAIA01.fna_00661	Rumen_CADBJG01.fna_02693	Rumen_CADBNS01.fna_01669	baboon1_00827	maccaque1_01408	maccaque2_00367	maccaque3_00365	maccaque4_01727	maccaque5_00457	maccaque6_00390	maccaque7_00802
17	17	0.0163	Human_ERR414243_bin.4.fna_01519	Human_SRR5056681_bin.100.fna_00335	Human_SRR5056817_bin.33.fna_01644	Human_SRR5056841_bin.46.fna_00118	Human_SRR5056944_bin.12.fna_01020	Human_SRR5056994_bin.72.fna_01706	*	Human_SRR6028624_bin.16.fna_00945	Rumen_CACVNT01.fna_02088	*	Rumen_CACVRV01.fna_01703	Rumen_CACVSO01.fna_01980	Rumen_CACVSX01.fna_02255	Rumen_CACWHG01.fna_01572	Rumen_CACWMC01.fna_01886	*	Rumen_CACWPH01.fna_01998	Rumen_CACYST01.fna_01414	*	Rumen_CADAIA01.fna_02084	Rumen_CADBJG01.fna_03273	*	*	*	*	*	*	*	*	*
19	19	0.0616	Human_ERR414243_bin.4.fna_00453	Human_SRR5056681_bin.100.fna_01861	Human_SRR5056817_bin.33.fna_00904	Human_SRR5056841_bin.46.fna_01585	Human_SRR5056944_bin.12.fna_01875	Human_SRR5056994_bin.72.fna_01474	*	Human_SRR6028624_bin.16.fna_01645	Rumen_CACVNT01.fna_01103	*	Rumen_CACVRV01.fna_01147	Rumen_CACVSO01.fna_01637	Rumen_CACVSX01.fna_00931	Rumen_CACWHG01.fna_00758	Rumen_CACWMC01.fna_01460	Rumen_CACWMY01.fna_01288	Rumen_CACWPH01.fna_01219	Rumen_CACYST01.fna_00097	Rumen_CADAEW01.fna_01386	Rumen_CADAIA01.fna_01415	Rumen_CADBJG01.fna_00055	*	*	*	*	*	*	*	*	*
14	19	0.135	Human_ERR414243_bin.4.fna_01149	Human_SRR5056681_bin.100.fna_01616,Human_SRR5056681_bin.100.fna_01475	Human_SRR5056817_bin.33.fna_01832,Human_SRR5056817_bin.33.fna_01270	Human_SRR5056841_bin.46.fna_01387,Human_SRR5056841_bin.46.fna_01160	Human_SRR5056944_bin.12.fna_01967,Human_SRR5056944_bin.12.fna_02138	Human_SRR5056994_bin.72.fna_00931	*	Human_SRR6028624_bin.16.fna_00457,Human_SRR6028624_bin.16.fna_00363	*	*	Rumen_CACVRV01.fna_00845	*	Rumen_CACVSX01.fna_00848	Rumen_CACWHG01.fna_02151	*	*	Rumen_CACWPH01.fna_00525	Rumen_CACYST01.fna_02163	*	*	Rumen_CADBJG01.fna_03412	*	*	*	maccaque2_01850	*	*	*	*	*
